author,categoria,ciberacoso,texto,Unnamed: 4
Asalazar_gt,4,1.0,"He visto que lo mencionan a él, Dieter Sarg, es un acosador, no se dejen llevar por el físico cuando el cerebro está quemado.",
"ElBigDataMx
",4,1.0,¡Se busca! Acosador en bicicleta manosea a joven en plena calle,
MiguelYegros79,4,1.0,Vean al ladrón lo buenito e inocente que resulta ser este depravado acosador,
SonloMismoGT,4,1.0,Así es como actúa el acosador CristianAlvarez con sus exalumnas,
unchasqui,4,1.0,No hay q buscar mucho para saber q José Linares Cerón es un pedófilo.,
Jali_Cotrina,4,1.0,Si esto te parece “normal” eres un monstruo pervertido pedofilo y Pederasta!,
YbisR,4,1.0,¿Por qué los medios occidentales no publican la verdad sobre el hijo pedófilo de Biden?,
"RobertoMerken
",4,1.0,"Tú eres el retrógrada, el genocida, el pedófilo... que se escuda en la biblia.
Por fin se alza la voz ante el fundamentalismo del Pastor Soto.",
Nexus326985423,0,0.0,Dime la definición de pedofilo,
Sebasti45781359,0,0.0,"El testimonio de los niños abusados.
Seguramente algún Pedófilo dirá que mienten.",
colo2376,0,0.0,Que caigan todos estos degenerados complices de un pedófilo!!!!,
lamissmoney,4,1.0,Cuando va a aceptar la gente que Tom Hanks es un pedofilo? Sigue haciendo películas para niños este depredador,
"colo2376
",1,1.0,Defienden a un pedófilo!!!! Están grabados y documentados!!!! Asqueorosos!,
"FrostKille10211
",4,1.0,Este pedofilo mando un video diciendo que queria mata r a su gato,
vamaby2021,4,1.0,Pedófilo aclamado por la prensa y padres con retraso mental,
BrendaDyenbr,4,1.0,Este degenerado pedófilo a la cárcel!! Junto con todos los psicópatas del gobierno!!,
ConstanzaR73585,0,0.0,Jesús decretó pena de muerte a pedófilos:,
Borrega1961,4,1.0,el pedofilo Biden permite la aberración de los pervertidos maricones,
AguirreAnaisa,4,1.0,"Que puede promover un PEDÓFILO? Joe Biden dice que las leyes que prohíben los cambios de sexo en los niños son peligrosas leyes ""anti-LGBTQ"" dirigidas a los niños trans.",
on_Gad3,0,0.0,ya me dirás qué harías tu si te llaman pedófilo por la putísima cara payaso,
Ernesto64846835,4,1.0,ALERTA DE ESTÉ PEDÓFILO VIOLADOR NARCOTRAFICANTE NORBERTO DANIEL STRIGER Y SUS NOVIOS PABLO GUSTAVO TAPIA Y FÉLIX JULIO LEZCANO PIRATA DEL ASFALTO,
eduardomenoni,0,0.0,"| ÚLTIMA HORA: Se suicida pedófilo al lanzarse del 3er piso de la Fiscalía, en Medellín, Colombia. 
",
riolu_y,0,0.0,Todo ser vivo que se vuelve medianamente famoso en internet se vuelve pedófilo,
underpoch,4,1.0,"Acá el acusado de pedófilo les recuerda que al partido nacional no lo representa la causa de los derechos humanos, la verdad y la justicia.",
"LaPaz30922011
",4,1.0,"Dalai Lama es un pedófilo que se escuda detrás de una ideología religiosa aprovechándose del supuesto poder espiritual, para abusar impunemente de los niños asqueroso degenerado, con el beneplácito de los que lo rodean",
tuitieme,0,0.0,"pedófilo se iba a encontrar con una niña de 14 años, en su lugar llegó su hermano a darle esta hermosa y sorpresiva recepción",
"SAPOVENENOSO3
",4,1.0,Si fuera Biden la estaría abrazando y olfateandola como todo un pedofilo !,
JaviXCubaLibre,4,1.0,"El dictador iraní besa en la boca a una niña, está siguiendo los pasos del pédofilo 
@DalaiLama
",
"Lidiavalenmani
",4,1.0,EN ESTE VIDEO HABLA UN PEDOFILO,
"Ivan_Cuyabro
",0,0.0,“Le exijo al cobarde pedofilo de Pastrana que muestre pruebas”: Álvaro Uribe,
"luisrodriguezrm
",4,1.0,El PEDÓFILO de Jey Mammón volvió al país y sigue caminando libremente en nuestra sociedad.,
"JavierC35957887
",4,1.0,"El pedofilo DYLAN MULVANEY, el de la cerveza , pide arresto para las personas que lo llamen hombre",
"unchasqui
",4,1.0,"No hay q buscar mucho para saber q José Linares Cerón es un pedófilo. Aparte de su hija, hay más víctimas. En 1990 violó a una menor q iba a su Iglesia y la embarazó. Nunca respondió a la justicia. Tiene también denuncias de actos contra el pudor.  ¿Cómo es q estaba libre?",
AssaCaribbean,4,1.0,"Maldito Pedófilo transgénero de 42 años en Perú, vestido como una colegiala, se metia en los baños a filmar a niñas pequeñas en el baño de una escuela.",
"VIDAESLIBERTAD
",4,1.0,"Bajo la lógica del papa, un pedófilo y pederasta puede ser parte de la iglesia y seguír siendo eso sin necesidad de cambiar y arrepentirse.
ES DIFÍCIL ENTENDER QUE EL PAPA HACE PARTE DE LA SECTA GLOBALISTA Y SATÁNICA QUE ESTÁ IMPONIENDO LA IDEOLOGÍA DE GÉNERO DE LA #Agenda2030",
dpiloncita,4,1.0,Éste viejo pederasta cagalitroso junto con #LaBandaGuaido causó mucho daño,
"DaniMayakovski
",4,1.0,"Hoy el oligarca fascista, pederasta y mafioso italiano Silvio Berlusconi, dueño de Mediaset, se reunió con su idolo Mussolini.",
"SinVerguenzasPE
",4,1.0,"Flor Gómez estudió en un colegio religioso y a los 15 años fue abusada por su profesor, un seminarista. Después de cada abuso el pederasta pedía que se confiese haciéndole sentir culpable. La rspt. del Obispo ante este hecho fue que como dios es misericordioso, lo perdonaron.",
mrdiazg,4,1.0,"La felicidad que da saber vivir en un país aletargado, donde dar leche con caca y hacer happy birthday a un pederasta es normal y no pasa nada",
"lizcervantess
",0,0.0,Ella envenenó a sus hijos porque el marido se los quitó. Era un pederasta y abusaba de los pequeños,
"Guiasterion
",0,0.0,El escritor como disc jockey. Bret y sus amigos van en el convertible de un viejo pederasta escuchando esta canción,
PedroLasprilla,4,1.0,Viva la tierra narco paramilitar de Uribe - Lafaurie,
"RTVCnoticias
",0,0.0,"El exjefe paramilitar, Salvatore Mancuso, pidió a las autoridades proteger la evidencia que denunció ante la 
JEP_Colombia.",
"avacostas
",4,1.0,"Llegan las primeras imágenes de los ""Comandos"", grupo paramilitar creado por el general zapateiro, pleno entrenamiento físico militar.",
"Padreramiro2
",4,1.0,. Barbosa PARAMILITAR renuncie,
"ulianProgre
",4,1.0,Esto era lo que opinaba antes la nuera del clan paramilitar Gnecco Vicky Dávila sobre la libertad de expresión.,
"AntonioCR1974
",4,1.0,"y ud Zapateito, investigado  por la participación en masacre paramilitar, admirador de POPEYE, y edecán de traquetos.",
"DiputadocarlosB
",4,1.0,"Q dirá la diputada del UCDemocratico Claudia Margarita Zuleta Primero su padre Poncho Zuleta
 abiertamente demuestra su afinidad por el Paramilitarismo (Que viva Colombia tierra paramilitar, fue su frase) y ahora su tío FabioZuleta esta jugando a ser Paraco",
"Juan80007233233
",4,1.0,"Este hijueputa fue el mismo que repudiaron en el parlamento Europeo
El mismo que subió a la presidencia con Plata del socio Narco Paramilitar Ñeñe
Y supuestamente no sabia q Ñeñe fue socio de Uribe y Narco Paramilitar de toda la vid",
LaPazColombiani,4,1.0,"¿Se acuerdan cuando el GENOCIDA PARAMILITAR Álvaro Uribe Vélez sacó de un auditorio a los periodistas de NoticiasUno
 en Santa Marta?
¿Y el respeto por la libertad de prensa?",
LeonardoCurzio,4,1.0,Grupos vestido de negro con pinta paramilitar en rectoría,
GUACHIMICO,0,0.0,"a fiscalía en su afán de dar resultados han capturado y o retenido de manera arbitraria a un joven quien en compañía de otros , se encontraban adelantando la campaña contra el paramilitar ismo,",
PedromejiaMeji4,4,1.0,El tinterillo tiene entre la espada y la pared al genocida paramilitar más grande de colombia esta asustado,
"AeoteoroaGR
",0,0.0,yo no espero dinero de la teta del gbno aquí se trabaja duro PERO SE DEJA DE TENER UN PENDAMIENTO PARAMILITAR BARCO ASESINO Y CORRUPTO COMO EL DE LA DERECHA COLOMBIANA.,
SpaceDebrie,4,1.0,Esta vieja es del clan mafioso paramilitar de la costa! Ojalá termine en lA CÁRCEL,
"Colombiagraph
",4,1.0,"¿Quién es la esposa de un jefe de convivir, una paramilitar y financiadora de la campaña del 2002 de Alvaro Uribe? Alias La Gata",
"yiracajar984
",0,0.0,"Asi de grande es el paramilitarismo en colombia
hacker Fiscalia",
"FlorezBermejo
",4,1.0,"CON EL PARAMILITARISMO VIGENTE EN COLOMBIA FINANCIADO POR URIBE VELEZ, CLAN GNNECO, FEDEGAN Y MEDIOS DE COMUNICACIÓN QUE AYUDARON A LEGITIMAR LAS AUC Y LAS CONVIVIR QUE HAN CAUSADO TANTAS MASACRES EN COLOMBIA, DECLARADO POR UN JEFE PARAMILITAR MANCUSO Y DE ESTO SI AY PRUEBAS.",
"BaraJohan328984
",4,1.0,Ahora lanza el sicario paramilitar de arriba http://Infrasonido.es.poco atentado a nuestra salud ya Lo k nos han hecho con nuestra ropa ya,
"nunapacios
",0,0.0,"Mis apuntes: establece esa tesis de la brutalización, de cómo la experiencia de guerra había brutalizado y deshumanizado a millones de soldados, estando esto detrás de la extensión de una violencia paramilitar ",
"FYKO1802
",4,1.0,"A la marcha de paramilitar con MariaFdaCabal  y jflafaurie
 con encubrimiento de Fedegan  que desplazo y desapareció a muchos campesinos en Colombia ",
escomgarzon,0,0.0,Por la defensa de la vida y permanencia en el territorio. Exigimos el desmonte del paramilitarismo,
"ramonik3911
",0,0.0,"En conjunto con el representante ante el consejo directivo del ITM Esteban Ospina y yo como consejera de juventud y perteneciente a la ACEU_Colombia
 rechazamos rotundamente las declaraciones. 
Lo único que se debe desmantelar dentro de las IES es el paramilitarismo",
6medina7,0,0.0,"Para Carlos Cataño de NoticiasCaracol
 la apología al paramilitarismo es una irónica analogia",
lafps18,0,0.0,"Quienes eran realmente las Águilas Negras en Colombia? El Presidente Petro presenta un documento oficial, en relación a la actividad que en su tiempo ejercía el paramilitarísmo en Colombia, asesinando líderes sociales mal llamados falsos +s",
"NacionGunadule
",0,0.0,¿María Fernanda Cabal a Juicio por Paramilitarismo y Fraude procesal?,
"JuanCaUpeguiV
",0,0.0,"Tiembla el paramilitarismo genocida. Recibimos a Daniel Mendoza en el aeropuerto de Medellín. La gente gritaba Antioquia no es del Matarife, no más narcotráFICO.",
EmirWinchester_,0,0.0,De manera unánime la Sala Penal de la Corte Suprema compulsó copias a la Comisión de Acusación para que determine si investiga al expresidente Uribe por sus relaciones con el paramilitarismo (2013),
Marianiniecheve,4,1.0,"Señores RevistaSemana
 ¿a ustedes no les da pena tener como directora a una calumniadora profesional, con vínculos directos con el paramilitarismo, como Vicky de Gnecco? ",
"VaneDeChar
",4,1.0,Nace el paramilitarismo Petrista?,
"PedroLasprilla
",4,1.0,"Inaudito es tener qué comprar tierras posiblemente robadas por clan Lafaurie, Uribe con paramilitarismo.",
"VillanueAle
",0,0.0,El Pacto Histórico y los vinculados con el paramilitarismo en carnavales,
"jdlaverde9
·",0,0.0,"La historia de la exfiscal Mónica Gaitán es la encarnación del absurdo. Su viacrucis comenzó hace 22 años, cuando le correspondió investigar la masacre de Chengue, en Sucre, perpetrada en 2001 por el paramilitarismo.",
"Ivan_Cuyabro
",0,0.0,"El Sr. Barbosa FiscaliaCol,  el 7 de Jun 2021 dijo muy claro que el individuo 𝗔𝗻𝗱𝗿é𝘀 𝗘𝘀𝗰𝗼𝗯𝗮𝗿 cometió el crimen paramilitarismo.Hoy 22 de abril 2023 no ha sido arrestado y está en campaña. ¿Para los paramilitares no hay justicia? ¿Ese es el mensaje de la 
FiscaliaCol?",
"revisandopaja
",0,0.0,Germán Vargas Lleras confirma que Uribe y su hermano santiago son aliados de Mancuso y el paramilitarismo,
DuvalierSanchez,4,1.0,"Entre más se conoce la verdad del paramilitarismo más involucrado está AlvaroUribeVel
. El miedo del expresidente a la JUSTICIA es una amenaza para la estabilidad del país y puede derivar, como lo han dicho, en un golpe de Estado al presidente Petro",
"Marianiniecheve
",0,0.0,"No es gratis el matoneo de Vicky Dávila hacia el pte petrogustavo
 quien ha sido inclemente contra el paramilitarismo.",
"SergioMZamoraB
",0,0.0,"¡Atención! William Vélez, la mega contratista que lleva 20 años manejando el alumbrado público de Cali, acaba de ser señalado por el ex jefe paramilitar Salvatore Mancuso de ser financiador del paramilitarismo. Además de comprar tierras donde incursionaban los paras.",
"wilsonariasc
",4,1.0,Los menonitas en Colombia han hecho negocios con familias fundadoras del paramilitarismo. El 15 de junio presentaré las pruebas de estos millonarios negocios con tierras.,
"ElQueLosDELATA
",0,0.0,El pueblo Antioqueño no merece volver a caer en manos del narcotrafico y el paramilitarismo genocida.,
"ProfeFerley
",0,0.0,"Por uno oponerse al paramilitarismo en gobiernos Uribistas, el Uribismo decía que uno era de extrema izquierda. Por uno oponerse a guerrillas como el ELN en el gobierno Petro, el petrismo dice que uno es de extrema derecha.",
"JuanCaUpeguiV
",0,0.0,Bienvenido a Medellín Daniel. Nunca más el paramilitarismo genocida gobernando nuestra ciudad.,
"vovallediaz
",4,1.0,Todas las multinacionales en Colombia financiaron el paramilitarismo,
"C4s73v37
",4,1.0,"Por eso el bandido EEZapateiro
 se apresuró a renunciar, obedeciendo a sus patrones mafiosos, se quitó el uniforme y se puso a entera disposición del paramilitarismo. Toda esta seguidilla de petardos mediáticos, no tienen carga jurídica, sino puramente propagandística.",
"MiltonV21
",4,1.0,"Este sí es el escándalo político más grande en la historia de Colombia estimado Andrew. El estado narco paramilitar de Álvaro Uribe y el suyo asesinó y desapareció a miles de personas junto con el paramilitarismo, esto sí es un escándalo mundial. ",
dorisillamarin,0,0.0,Así es! En Medellín ya no queremos mas paramilitarismo ni al uribismo. Chao Fico,
"JuanCabaIlero
",4,1.0,"Estaba cantado desde 2019, Los medios de Sarmiento, Gilinsky,GEA, en contubernio con la derecha y el paramilitarismo, montaron la comedia de Guaidó por una tajada del saqueo de Trump",
"Elminarca
",4,1.0,"Petro paraco, creaste un narcoestado.",
"JuanBedoya1973
",4,1.0,Jajajajajakakak por aletoso gonorrea paraco hijueputa.,
"AlfredodelaA
",4,1.0,"Ay paraquito, uno recoge la que siembra. Eso es lo que hoy estás recogiendo. Odio y más odio hacia usted Paraco Uribe. Ya en Colombia la gente, en especial, la juventud ya no te respetamos",
"AntonioCR1974
",4,1.0,"Entonces la reunión denunciada por Betocoralg
 donde el paraco admirador de sicarios EEZapateiro
 y el delincuente IvanDuque
 estaban al parecer planeando un magnicidio o golpe de Estado; resultó ser cierta.",
MissPoirot07,4,1.0,Hace unos días no salió a decir Andrés Escobar que ya lo iban a declarar inocente? Jajajajajaja esta gente no da sino risa. Ojalá vaya a la cárcel por PARACO.,
"C4s73v37
",4,1.0,"La ""valentía"" de VickyDavilaH
 es la del paraco que hace rugir la motosierra ante el campesino amarrado, la del corrupto que se roba el PAE o la conexión de internet de los niños campesinos o la del mafioso que firma una resolución que ordena asesinar a cambio de estímulos.",
"freislander
",4,1.0,"Mira quién habla de honradez, jajjaja, paraco farsante de ñoña.",
"adri_isabela
",4,1.0,"Cuando la propuesta la hacia el paraco mayor, todos con la jeta cerrada",
"Eduardo10069688
",4,1.0,"PARACOS de Medellín, qué son muchos, asustados con la llegada de Daniel Mendoza Tiemblan Fico y Uribe e insisten en que ellos no son Paracos ni Mafioso!",
"AlfredodelaA
",4,1.0,"El Paraco de Uribe, el MATARIFE, piensa q todos los gobernantes hacen lo mismo que él hacía y que hacen los del CD y lo peor de todo, es q no solo utilizan los recursos públicos, ellos también utiliza el narcotráfico para sus campañas",
"DiegoRuizXll
",4,1.0,"Ustedes saben leer? El mismo paraco de Uribe, el cual ustedes apoyan estuvo de acuerdo en crear un fondo para evitar los secuestr*s de los ""elenos"". Hay si se hacen los que no saben nada. Ignorantes!",
"IvonneMilenaGo
",4,1.0,"Este triple Paraco de dónde saca criterio para trinar. Gente, esta LACRA debería estar en cárcel.",
LuisMaraiano,4,1.0,"Que pereza que mi Colombia la esté llevando al abismo un paraco narcoguerrillero chuzador, alcohólico y vicioso",
"VSensatez
",4,1.0,Manipuladora y mitómana con las típicas practicas del bajo mundo de la Neo Paraco Mafia del siglo XXI . Digna representante y secretaria ( y el esposo el cargamaletas ) del patrón.,
CasandraAnam,4,1.0,"Usted don paraco debería estar calladito... No tiene respaldo moral,social ni siquiera humano,para opinar sobre las acciones del Pdte. Petro.",
"Nostrabamu5
",0,0.0,Un asadito de tira bien paraco para el frio.,
AbogRamirez7,4,1.0,"Sí, es la nuera de un paraco.",
rodrigo87175291,0,0.0,Barbosa paraco el pueblo está Berraco.,
"Cristhian_ALo
",4,1.0,"Podemos tener muchas diferencias, pero todos estamos de acuerdo en que: Uribe paraco Hpta.",
"Edisson_hilos
",0,0.0,"En Colombia, los grandes capitales y sus medios de comunicación nos tenían acostumbrados al discurso paraco del uribismo. ",
ArgiroCasta888,0,0.0,estos malparidos en Twiterr me mantienen tan azarado que a veces me miro en el espejo y me digo … que cara de paraco y de traqueto la que tengo tan malparida.,
"prensadifmator
",0,0.0,"Esa mascota asquerosa de él clan LAFOURIE-CABAL, no sabe si es indio,blanco,negro,nazi,gay,demócrata,paraco,ETC",
"LuisMaraiano
",4,1.0,"Y éso que no estamos en marchas.
El 20 el paráco narcogobierno del señor 
petrogustavo
, mirará desde su balcón del odio lo que es una verdadera marcha.",
"fer0314marq
",4,1.0,"Todo un terrorista, el paraco: si no es con plomo y motosierra, es con palabras intimidantes.",
"wilmanaugustod5
",4,1.0,"Pa"" fuera pa"" la calle, este es el matarife, paraco y genocida que puede hacer lo que quiera",
"nanasuarezO72
",4,1.0,"Estamos a esto de ver a 
CathyJuvinao
 tomandose fotos con el paraco Andrés Escobar.",
"AlfredodelaA
",4,1.0,"Tan parecido este Trump al Paraco de Colombia Álvaro Uribe Vélez. Claro que Uribe tiene más de 270 casos engavetados, pero los tiene",
"julibmoya
",0,0.0,"¿Ustedes en serio entienden que los políticos trabajan para el pueblo, para ustedes? ¿O es que no han entendido eso?",
"bernardo_paraco
",0,0.0,"¿Gracias? Al chófer del bus que arriesgo mi vida, pero no mi puntualidad",
"_laconcordia_
",4,1.0,"Polo Polo, paraco",
"Aemon3428
",4,1.0,"La actitud de Daniel samper es niño mimado se hizo con dinero robado del estado por su familia.
Pensamiento paraco , arribita y asesino.",
"MacatgonMaria
",4,1.0,"
Si es imposible teniendo a un delincuente de su calaña !! Paraco y sicario será muy consentido de la narca Cabal pero del canazo no lo salva!!En la carcel puede sacar sus dotes de gladiador de pueblo y ponerse su falda ois ya te tienen listo el equipaje para que te visiten !!",
CasandroMartell,4,1.0,El uribismo admitió peligrosos guerrilleros  para que fueran parte del CD y del gobierno del anciano paraco.,
"DvoTachira
·",4,1.0,¡Miércoles de fútbol en el Templo!,
AlvarockPc,0,0.0,"Daniel bienvenido a la familia de Medellín, acá todavía hay mucho paraco pero ya muchos abrimos los ojos también y te damos una calurosa acogida.",
Mi_carro_Yyo,0,0.0,"Veo como mucho desespero, como mucho instinto paraco brotando en el ambiente, un fanátismo ciego e imprudente que es muy peligroso.Recordemos que faltan 3 años y 2 meses y así va a ser todo el tiempo ojo se revientan pendejos.",
"selssal
",4,1.0,Tan poca empatía tiene el paraco que mandó matar a más de 10.000 personas y sigue durmiendo como si nada en su narcofinca.,
"YOCAZADOR
",4,1.0,Fueron atacados por paramilitares al servicio del narco paraco Uribe,
"FernandoArangu9
",4,1.0,Paraco crimínal debería estar preso,
"forerolas
",0,0.0,"no he visto ni un graffiti insultando a petro mientras q todavía se ven por ahí los q dicen duque hp y uribe paraco, las paredes de la ciudad son fiel reflejo de la opinión del pueblo, más q las noticias prepago q dicen q estamos mal",
"atipak
",4,1.0,El paraco mayor oponiéndose a cualquier intento de lograr la paz.,
"ProfeFerley
",0,0.0,"O sea soy opositor por defender a la prensa? Así de bajo ha caído Beto? Qué sigue? Decir que soy Uribista o paraco así como lo dicen los demás fanáticos extremistas a los que no les gusta que uno opine?
Pilas, ud también ha sido señalado por esos mismos FANÁTICOS, no caiga en lo mismo!",
"tintin_tji12ytr
·",4,1.0,Ella fue llevo a ellos una reclamante de tierras Caucasia. Cayó jeque Paraco.,
"LuisMaraiano
",4,1.0,"1) lo suicidaron por decir q las narcoguerrillas obligaron a le gente a votar por el paráco 
petrogustavo
.
2) lo suicidaron por filtrar el vídeo llenando dineros ILÍCITOS dl paráco 
petrogustavo
.
3) lo suicidaron por querer contar la verdad d las chuzadas dl paraco 
petrogustavo
.",
"danieldg1979
",4,1.0,"Montoya es más paraco que el mismo mancuso. Les juro que es verdad. Es un completo loco fanático. Esta en la sombra por ahora, pero es peor que zapateiro.",
"cata0816
",4,1.0,Hoy petrogustavo Es señalado como el peor presidente y el más corrupto de la historia de  La diferencia: Hay pruebas,
"imemary02
",0,0.0,"Es que creen que diciendo guerrillero te ofenden, te ofenden si te dicen uribista, paraco, periodista de semana",
"Juancad64691179
",4,1.0,"Se equivocó, debe estar hablando del matarife y él no es guerrillero, es paraco",
"Secretosky_
",0,0.0,"Uribistas 100% lo q les gusta es el plomo,la guerra y el desorden para hacer de las suyas. Y pensar q hay gente descerebrada q los sigue y los apoya",
"Andrs84277586
",0,0.0,Los capuchos me sacan mi lado paraco,
"AlvaroUribeVel
",0,0.0,"Sin saber qué es trabajar, sin saber qué es generar empleo, la politiquería aprueba una reforma laboral destinada a empanicar la creación de empleo",
BV_Brandt,0,0.0,"¿A que idiota se le puede ocurrir que un grupo terrorista va a dejar de secuestrar, extorsionar y traficar cocaína a cambio de un subsidio?,",
JotaPeHernandez,0,0.0,"Increíble que los colombianos honestos y trabajadores tengan que sustentar con sus impuestos al delincuente, al terrorista",
ToroDeArena,0,0.0,Un fondo para Financiar un grupo terrorista,
bbluman,0,0.0,"El M19 era un grupo terrorista que secuestraba, asesinaba, saqueaba.
Indultaron a sus miembros.El pueblo que olvida su historia está condenado a repetirla.",
"JPAS1979
",4,1.0,"En el gobierno del guerrillero lo único rentable es ser delincuente; entre más sanguinario y terrorista, mejor. A VIVIR SABROSO. Genios los q votaron x el guerrillero",
"PalomaValenciaL
",0,0.0,"Atención: ataque terrorista contra una patrulla de la Policía en Saravena, Arauca",
"luciabastidasu
",4,1.0,"Son terrorista, no estudiantes.",
"dona_pily2
",4,1.0,¿Por qué Twitter no le cierra la cuenta a ese terrorista?,
"rcastano12
",4,1.0,"PATETICO, UN PEDOFILO DEFENEDIENDO UN TERRORISTA!",
"Marce_Tabares
",0,0.0,"Y que #felizdiadelamadre a todas las Mamás del mundo, en especial a la mía 🥰: la amiga, la cómplice, la alcahueta, la enfermera de los pandilleritos, la terrorista de la razón",
"JavierJbg2764
",4,1.0,"Porque olvidar que ⁦petrogustavo
⁩ ha hecho parte de esta desastrosa historia como terrorista del M19 y amigo íntimo de Pablo Escobar",
"Meli4m
",0,0.0,"¿Ya podemos decir narcogobierno, gobierno terrorista, gobierno complice de la violencia, gobierno complice de asesinato de lideres, niños, hombres y mujeres inocentes, o toca esperar el primer giro al ELN?",
"oogr2009oscar
",4,1.0,"A partir del 20 de junio a todo aquel q dice amar su Patria y su democracia le queda prohibido regresar a su casa,hasta tanto no se haya hecho renunciar al terrorista y delincuente de  
@petrogustavo
 y ha todo su concierto para delinquir q lo rodea, es hora de rescatar Colombia ",
"Osmejamen
",4,1.0,Posa como PRESIDENTE pero no es más que un vulgar payaso terrorista,
"SaidVergel_A
",4,1.0,"Este sirvergienza parasito  de alvarouribevel
 que no se resiste que ya esta fumigado con un plagicida  por Asesino que hasta la comunidad intternacional lo rechazan",
"CMILANOTICIA
",0,0.0,Asesinó a su hijastro de dos años en el centro de Bogotá y mintió diciendo que se había ahogado,
"juriel0000
",4,1.0,Las universidades no pueden ser refugio de criminales. Las universidades hacen parte del territorio nacional. No son embajadas. La fuerza pública no puede estar vetada para ingresar a perseguir a un asesino en flagrancia.,
"Guiller10269
",4,1.0,"Primera persona asesinada en el nuevo proceso 15000, comenzaron a silenciar a testigos, Dios nos proteja de este gobierno asesino",
"ELTIEMPO
",4,1.0,Feminicidio en Soacha: hombre asesinó a su expareja ante la mirada de sus vecinos. La mujer murió en un centro médico tras recibir diez puñaladas en su cuerpo.,
"primeravoztv
",0,0.0,Las minas antipersonales son un asesino bajo tierra que atentan contra la vida de civiles y militares. E,
RedMasNoticias,0,0.0,"Capturan a Camilo Pinzón, el hombre que asesinó a Helena Laserna, nieta del fundador de UniAndes",
Tiradorsilencio,4,1.0,"Vale la Pena Volver a Compartirlo.El Gbno Nefasto del Ex-Convicto Drogadicto ⁦petrogustavo
⁩ ASESINÓ al TC. DÁVILA.",
"elespectador
",0,0.0,“El 19 de agosto se cumplen 12 años del día en que un policía asesinó a un pelado de 16 años que hacía grafitis”: Alfredo Molano Jimeno,
"Heixender
",0,0.0,Soñé que descubría el lugar en que un asesino en serie enterraba a sus víctimas,
"julianhega23
",4,1.0,Que ASCO ser petrista. Adular a un próximo dictador y actual asesino.,
"andrecuellarg
",0,0.0,Amo a Wilson y lo van a encontrar pero encontremos al asesino del Coronel ah verdad usted si lo debe conocer,
"Javisando711
",4,1.0,"Quien se afecta con lo que sabía el Policía? Pues el HDP Gobierno del asesino de Petro Asesino , ahí es dónde está el culpable",
"antonos64
",4,1.0,un asesino de colombianos libre gracias al gobierno criminal del guerrillero,
"CDLM1312
",0,0.0,Esta payasa sabrá el historial criminal y asesino de los ingresos de la fuerza pública a las universidades en Colombia?,
"DJHVALDAJEIR
",4,1.0,"Ahora Gustavo Petro da dictámenes como medicina legal, el setenta hijueputa guerrillero habla como si fuera un sabelotodo pero realmente solo es un habla mierda y asesino",
"informativomad
",0,0.0,"Nuevamente aplazaron la audiencia en contra del asesino de Luisa, la joven madrileña que fue asesinada en el cerro de Madrid, Cundinamarca.",
"JuanPibe
",0,0.0,"ajajaj pero que dice este asesino de hamburguesas, anda dónde el nutricionista más bien.",
"laresistancecol
",0,0.0,Cuando el abogado es un asesino o cómplice de asesinato la justicia debe actuar. Colombia apoya a Barbosa,
"unamichi_sad
",0,0.0,como es q no se está hablando de q descubrieron quien era el asesino del zodiaco,
"wilsonjda
",0,0.0,Eso mismo hizo Paloma Valencia e hizo un hashtag que decía Petro asesino.,
"AidaRebecaE
",0,0.0,"Quiero contarles que tengo 3 libros muy buenos, a  mis seguidores les agradezco la acogida a mis poemas, que lo está haciendo mi nuera Valentina y los pueden conseguir por medio de ella:-Instinto Asesino, Poemas de una Alma Cautiva Y El dolor de los muertos.",
"linaluna39
",4,1.0,"Andrés Escobar es un asesino, gatillero sicario es la verdad, puede denunciar a quien quiera pero no prosperará",
EnergiasLimpia,0,0.0,Se trata de delincuencia desbordada y persistir en la estupides de dar impunidad a un asesino o ladrón solo porque tiene menos de 18 años,
"Olé asesino de niños y comisionista de los aviones,y sus contratos como van rata miserable dizque aspirando a la alcaldía jajaja",4,1.0,"Olé asesino de niños y comisionista de los aviones,y sus contratos como van rata miserable dizque aspirando a la alcaldía jajaja",
"Pabuit
",0,0.0,"Diego_Molano
Bogotá necesita...un asesino de niños",
"dolartes
",4,1.0,"El único asesino con poder es usted 
petrogustavo",
"lfgm1959
",0,0.0,"Si esta el asesino intelectual, debe estar el asesino material...digo no?",
jaramillo2057,4,1.0,"Estamos expuestos a un gobierno completamente tiránico, lo de asesino ya se sabía. Que tristeza",
"manuelzalinas
",4,1.0,Lo asesinó la derecha corrupta que esta detrás de este show asesino,
"Fabiog1976
",4,1.0,Y lo mejor es que todo el mundo insulta al homofobico asesino y no bloquea a nadie,
Palomaresoskar,4,1.0,Si decirle asesino es una amenaza señor ud tiene amenazado a medio pais,
"Palomaresoskar
",4,1.0,"Asi como su papa le conto la cantidad de ""gestas gloriosas"" que hizo x el pais supuestamente. El eufemismo de asesino y guerrillero",
"JDVilly
",4,1.0,"Y dice que es antifascista, jajajaja y al mismo tiempo idolatra a un asesino de homosexuales, la ironía en el comentario es digna de un fanático del comunismo",
"marco_evelio
",4,1.0,Eso compartir para hacer famoso al asesino de fico perico,
"SeLeTiiene
",0,0.0,"Vuelve y juega, ven la importancia de respetar el PARE
El del carro es un asesino en potencia!!!",
